Price,Close,High,Low,Open,Volume
Ticker,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
Date,,,,,
2008-02-11,31.720468521118164,34.61591270799632,31.38077930542122,34.61591270799632,15133331
2008-02-12,31.154327392578125,32.885123846380075,30.89551640033238,32.6748411492853,10237627
2008-02-13,30.70140266418457,32.10868340504269,30.070552525595502,31.704292009285115,10395753
2008-02-14,33.38655090332031,33.726240001944056,31.380768490099346,31.380768490099346,12514003
2008-02-15,34.3409309387207,34.615918011166286,32.36749972155198,33.25716094021649,12080990
2008-02-18,34.146812438964844,35.11735386793396,33.85565154604854,35.11735386793396,6977153
2008-02-19,33.77477264404297,34.84236622135152,33.51596174742826,34.761487953282135,7226542
2008-02-20,32.93363952636719,33.46743744033253,32.56160035108879,33.45126134706748,5604999
2008-02-21,33.160091400146484,33.72623915226858,32.755700148630694,33.46742831250589,3874365
2008-02-22,32.73952865600586,32.94981125872999,31.72046124274373,32.060150380497774,2691220
2008-02-25,33.0145149230957,33.418906249680866,32.221908361781445,33.12774537212489,6270186
2008-02-26,33.143917083740234,33.61301052179181,32.98216057448362,33.321849682715126,7139423
2008-02-27,35.08500289916992,36.81579661190456,33.629193996177875,33.629193996177875,43223132
2008-02-28,36.07172775268555,36.34671482874926,34.93943164130526,35.424701403325386,35763847
2008-02-29,35.554100036621094,36.55699159326838,34.971778171691724,35.84526316304955,16477462
2008-03-03,34.065940856933594,35.19823904735402,33.67772552551271,34.00123866735743,10049153
2008-03-04,33.192447662353516,34.42179773828982,32.35131501647537,34.29239339091268,11485198
2008-03-05,33.80713653564453,33.968893127796626,32.38367720832758,33.35421676124015,8581053
2008-03-07,32.076332092285156,33.321858417646325,30.733751397135748,33.321858417646325,14251925
2008-03-10,31.962526321411133,32.19013283345243,30.12541393947643,32.12510271645255,11713659
2008-03-11,34.596275329589844,34.9214282186057,30.95456341362911,31.70241329429825,19665129
2008-03-12,33.718360900878906,35.766824416976,33.393208031818546,35.53921784965055,12262350
2008-03-13,29.08492088317871,33.165590713149726,28.288297053240463,32.840437949494664,47000084
2008-03-14,31.084623336791992,31.214683608898532,29.29628246736435,29.89781398221226,35798540
2008-03-17,29.86528778076172,30.499335206405757,29.231240355117684,30.499335206405757,19211273
2008-03-18,30.125415802001953,30.710691301352856,29.328789652980205,29.816518868258687,12632937
2008-03-19,30.30426025390625,33.75087985221411,30.10916762160694,31.539839574854074,16449023
2008-03-24,30.596893310546875,31.442291675199833,29.930329469772513,31.442291675199833,11636914
2008-03-25,31.751182556152344,31.946272935823107,30.82449608619384,31.393513552463563,13232423
2008-03-26,31.55608367919922,32.32019357786205,31.214672826497033,31.539825599530857,11448313
2008-03-27,32.1251106262207,32.43400761692208,31.08462188278563,31.08462188278563,17425122
2008-03-28,32.190128326416016,32.43399508991712,31.344732513617103,32.27141651255533,11599511
2008-03-31,31.962526321411133,32.3364533530565,31.53982725328673,32.19013283345243,9914705
2008-04-01,32.027557373046875,32.482772615497154,31.621116373582456,32.190133772832645,6034588
2008-04-02,32.54780197143555,33.49074639113939,32.190133018257626,32.190133018257626,6087024
2008-04-03,32.287681579589844,32.77541080199652,32.027558886622884,32.62909247629125,3883474
2008-04-04,32.1251106262207,32.499037749933514,31.50732105498601,32.499037749933514,5906537
2008-04-07,31.995040893554688,32.3201936674902,31.62111388047882,32.17387536023589,4088729
2008-04-08,31.182165145874023,32.01130532494406,30.9545585999742,31.94627299318656,5753811
2008-04-09,31.26344871520996,31.53982726382262,30.905779763965956,31.27970679573623,3776374
2008-04-10,31.8812313079834,32.10883777136458,31.10086566065278,31.21466778980186,7075297
2008-04-11,32.027557373046875,32.35271017261841,31.70240457347534,32.190133772832645,4012660
2008-04-15,32.51529312133789,32.677869542842906,31.279711876883027,31.8324712689833,6362785
2008-04-16,32.076332092285156,33.06804858671953,31.94626964747531,32.840442064656784,4725794
2008-04-17,33.31190872192383,34.07601638672283,32.206388012198744,32.56405693109754,14831167
2008-04-21,33.84841537475586,34.433690879936364,33.4907486030393,33.81590141646362,7639361
2008-04-22,34.40116500854492,34.79135003861072,33.4907391519461,33.81589187361226,8814769
2008-04-23,34.433685302734375,34.84012625368379,33.978472319704345,34.46620146084364,5265604
2008-04-24,33.2143669128418,34.85638901632969,32.92173027087046,34.791358896456465,8801780
2008-04-25,33.490745544433594,33.962216639824135,33.03553032416276,33.81589832816272,4095990
2008-04-28,33.62080383300781,34.27110936288611,33.490743609065476,33.52325756250941,4708244
2008-04-29,34.092281341552734,34.41743416791676,33.653326349011536,33.81590276219355,6497143
2008-04-30,34.319881439208984,34.75883855446801,34.141049182331834,34.433685789115636,6331377
2008-05-02,34.6287841796875,35.60424264051434,34.56375185156543,34.840132630833175,5658418
2008-05-05,34.46620178222656,35.27908369170518,34.23859308350591,35.083991151396994,7642293
2008-05-06,34.17357635498047,34.856398308385764,33.97848594335336,34.189834440553774,5061166
2008-05-07,33.68584060668945,34.36866243012981,33.16559740295353,34.141055890677606,4303106
2008-05-08,33.27939987182617,33.62081078664135,33.08430949556305,33.42571820529446,3642073
2008-05-09,33.08430099487305,33.94595489674671,32.580313793458004,32.840436433389954,8621761
2008-05-12,33.08430099487305,33.32816555635615,32.352705105340554,33.08430099487305,4890395
2008-05-13,33.181846618652344,33.42571119162431,32.9054680923341,33.23062085629672,5056766
2008-05-14,33.230621337890625,33.40945580167848,32.515285687822534,32.515285687822534,2982486
2008-05-15,33.24688720703125,33.62081209658402,32.51529330610151,32.51529330610151,2646760
2008-05-16,33.50699234008789,33.60453858979099,33.10055147056068,33.490736469373076,4422288
2008-05-20,33.44197082519531,33.572033259875546,33.10055996614939,33.16559228603121,3464912
2008-05-21,33.653324127197266,34.1410533345431,32.677865712505586,32.677865712505586,3419088
2008-05-22,33.1981086730957,33.36068507454434,32.840441912958845,32.840441912958845,3558000
2008-05-23,32.64535140991211,33.45823346846815,32.515291162576624,33.00302039771025,4417028
2008-05-26,32.4014892578125,32.59658184874426,30.88952719080107,30.88952719080107,2605807
2008-05-27,31.426021575927734,32.807920778823956,31.279703277814196,32.450251867805754,3316550
2008-05-28,32.58032989501953,32.77542031757194,30.987079316211208,31.539838821069488,4505700
2008-05-29,33.116817474365234,33.490744486896304,32.157617233669676,32.921727133338194,11026212
2008-05-30,32.060081481933594,33.32817903764253,31.930021211899696,33.19811656252453,4023430
2008-06-02,30.694429397583008,32.515285789912795,30.23921419695889,31.864978045437862,4431595
2008-06-03,29.556394577026367,30.56436683571511,29.280013841935634,30.239214067412288,6240766
2008-06-04,28.64596939086914,29.735229955940564,28.467134908519036,29.426335234654147,5762089
2008-06-05,28.597192764282227,28.808543391295096,27.637992518082942,28.613450844065277,9721099
2008-06-06,28.288305282592773,29.47511453823848,27.88186420978615,28.450881711715425,6317089
2008-06-09,27.898117065429688,28.58093882181323,26.66253599463656,27.9631471838749,6500809
2008-06-10,27.703018188476562,27.9306268587633,27.068970819308007,27.637988084858794,6717902
2008-06-11,27.833080291748047,28.288293217100968,27.637987777977933,27.96314049753945,2586175
2008-06-12,28.02817726135254,28.190753659769697,26.662535955665085,27.47541794775089,3244212
2008-06-13,27.84933853149414,28.255779433321273,27.55669975912879,27.979398738045614,4248430
2008-06-16,28.824798583984375,29.263753463660645,27.995658648929425,28.093204912774095,4354615
2008-06-17,29.68645668029785,29.91406319149169,28.32081540805136,29.231243657910177,4736084
2008-06-18,29.6539363861084,30.304244078294097,29.588906278414775,29.588906278414775,5055019
2008-06-19,29.019886016845703,29.58890326001427,28.548415027808336,29.068660246452776,4221271
2008-06-20,28.353336334228516,29.377569194021802,27.979411417133772,29.263764807905655,3837789
2008-06-23,27.361610412597656,28.22326654729777,27.085231890401346,28.125720278547135,4516050
2008-06-24,26.51621437072754,27.76805336631909,26.239833645441117,27.361610215275363,5238203
2008-06-25,25.78463363647461,26.32113507294449,25.199357938908324,26.012240239671396,3933879
2008-06-26,27.247806549072266,28.41835728998502,25.930937516816197,25.930937516816197,18253250
2008-06-27,26.044750213623047,26.92266472785054,25.898431862946477,26.337389120060223,6821283
2008-06-30,25.524497985839844,26.27234976637697,24.792904284135034,26.028485199142033,4596315
2008-07-01,23.71990203857422,25.52450045144958,22.809473791935133,25.52450045144958,6202295
2008-07-02,24.76038932800293,25.020511986692995,22.972049081498344,23.736158977947284,5245963
2008-07-03,24.110088348388672,24.7603940156893,23.411010638074004,24.549045555850107,4726793
2008-07-04,24.43524169921875,24.90671287697379,23.573587553841737,23.73616397410788,4862814
2008-07-07,24.971742630004883,25.979717302589748,24.760394168858276,24.760394168858276,5528014
2008-07-08,25.703340530395508,26.337388163693042,23.085857372381785,23.085857372381785,8354280
2008-07-09,27.491674423217773,27.60547657241413,26.044742797732585,26.044742797732585,6860769
2008-07-10,28.69473648071289,29.036147305397932,26.72756192427356,27.491671760231352,7216175
2008-07-11,27.329092025756836,29.328780287832803,27.1177414435736,28.971113633887423,6040791
2008-07-14,27.345348358154297,28.320808698764786,26.662528986334795,26.662528986334795,5942149
2008-07-15,26.207319259643555,26.955171091790756,26.012228915442158,26.66253447294696,3693378
2008-07-16,25.49199104309082,26.662542270985924,25.053033781359144,26.20732692454492,6973872
2008-07-17,26.792600631713867,26.987693224173363,26.012234672043665,26.012234672043665,5038238
2008-07-18,28.288305282592773,28.515911842347695,26.48370647831458,27.280330539998772,5983177
2008-07-21,29.881553649902344,30.06038815121704,28.30456150887793,28.776032681373913,8754188
2008-07-22,31.100872039794922,31.377250585916514,29.621426416741638,29.881549087566963,12631056
2008-07-23,33.295654296875,33.94595988981591,31.89749683103535,32.48277230569887,12798869
2008-07-24,32.1251106262207,33.91345141199738,30.12542135688586,30.12542135688586,10764301
2008-07-25,32.190128326416016,33.230618873065715,30.970805534326377,31.78368739571947,10710381
2008-07-28,31.930007934570312,32.824177983215414,31.572339033078997,32.19012836647325,5533881
2008-07-29,30.645658493041992,31.702405109517557,30.401793889239944,31.21467590191345,5145929
2008-07-30,31.930007934570312,32.19012836647325,30.922033543155287,30.922033543155287,7354746
2008-07-31,30.8082332611084,32.48277144142675,30.401792276334543,32.48277144142675,6006517
2008-08-01,31.702409744262695,31.83247220835514,29.26376334972339,30.320510120690425,4699412
2008-08-04,31.897504806518555,32.48278042752129,31.068364527188354,31.068364527188354,4301346
2008-08-05,33.32817459106445,33.572039218655156,31.70240820204264,32.02756103883024,9161115
2008-08-06,32.4827766418457,34.51498189106642,32.25517009494975,34.51498189106642,8616591
2008-08-07,32.4014892578125,33.133083166180775,31.393514546471547,31.393514546471547,4809365
2008-08-08,31.848712921142578,32.64533653451582,31.7349086027681,32.02754512847004,4883824
2008-08-11,32.1413688659668,32.612840088931655,31.897504212183176,32.25517325309943,2714705
2008-08-12,31.588598251342773,32.51528448996046,31.344733683820568,32.35270590652907,5801276
2008-08-13,31.718658447265625,32.02755312486968,30.97080666643044,31.214671233762573,2754609
2008-08-14,30.95455551147461,31.864981604235883,30.889523186205725,31.53982879822583,2566362
2008-08-18,30.596893310546875,31.539835774511722,30.304256602443047,30.889530018650703,2963058
2008-08-19,30.027870178222656,30.726947853460626,29.41007850223491,30.54811556799301,2941144
2008-08-20,30.369272232055664,30.613136774029083,30.157921639295548,30.239209819953356,3319410
2008-08-21,30.04412841796875,30.548115728503717,29.686459434986855,30.239218786344956,4138486
2008-08-22,29.735227584838867,31.084612930349397,28.971119883122117,31.084612930349397,4139879
2008-08-25,30.060388565063477,30.466829616790694,29.84903789511503,30.466829616790694,2034227
2008-08-26,30.109155654907227,30.20670193228771,29.556396356529106,29.751486706206606,1489491
2008-08-27,29.50762367248535,30.483082087600543,29.34504726996615,30.271733646359017,4297168
2008-08-28,29.068674087524414,29.914070214003967,28.694746969489618,29.58891734880014,7382078
2008-08-29,30.2717342376709,30.385538603690765,29.4588522091965,29.588912451718954,2219080
2008-09-01,30.255355834960938,30.386401392507945,29.649265132280807,30.20621208453907,3417069
2008-09-02,31.84428596496582,31.97533148580673,30.20620362372427,30.46829688719445,5030404
2008-09-04,31.17268180847168,31.746010018325116,30.910588468180876,31.483916678034316,2813325
2008-09-05,30.484682083129883,30.82867939714991,30.14068476910986,30.795916901799945,3330688
2008-09-08,32.09000015258789,33.38408309009519,31.778763131417403,32.106379177459175,8377948
2008-09-09,32.20466613769531,32.46675943273846,31.46752999514255,32.09000184859361,3737279
2008-09-10,31.92619514465332,32.46676078295746,31.614958094089832,32.04085943852365,3847698
2008-09-11,31.074386596679688,31.778760140664303,30.828674585272733,31.778760140664303,2567354
2008-09-12,31.385618209838867,32.23742065241949,30.87781299298458,31.287332970804478,6093354
2008-09-15,29.40355110168457,30.71401547767646,28.518988092247806,30.238972585737166,6770268
2008-09-16,29.97687530517578,30.238968590100136,27.84737097557178,28.256891038957168,4654621
2008-09-17,29.206979751586914,30.402777482041298,28.830219949460247,30.402777482041298,4674190
2008-09-18,29.14145278930664,29.714780855574467,27.04471103567111,28.830217997690365,6603710
2008-09-19,30.910581588745117,31.074389612246254,29.48545089556984,29.829448189279926,9821730
2008-09-22,30.238971710205078,33.0892334228927,29.993259646820885,31.778766863054916,4162514
2008-09-23,29.878585815429688,30.550199068653193,29.321639052435156,29.878585815429688,6569683
2008-09-24,30.566587448120117,30.894203528917508,29.583739205727962,29.976878058327078,5730103
2008-09-25,29.616500854492188,30.77953835237855,28.912124967873474,30.64849059073874,10926783
2008-09-26,29.14145278930664,29.780305840578695,28.63364970804304,29.780305840578695,4967945
2008-09-29,28.060325622558594,29.97687838290152,27.519757750316668,29.97687838290152,7859964
2008-09-30,28.10946273803711,29.157833599164334,26.536905335452058,26.536905335452058,6616439
2008-10-01,29.043169021606445,29.321641313685046,27.896510696252466,28.469840969823654,3743739
2008-10-03,29.45269775390625,29.813074159776228,28.666417717683572,29.190604408498693,4681406
2008-10-06,28.84659767150879,29.48544846616853,28.256888391135053,29.12507217723171,5560277
2008-10-07,29.796689987182617,30.435543148275464,28.830222953693074,28.830222953693074,9928258
2008-10-08,29.567358016967773,29.813070078061415,27.552517782926664,28.79746155861428,9985473
2008-10-10,29.387163162231445,30.058776446382975,27.208517521859367,29.452688143544435,9025179
2008-10-13,29.97687530517578,30.206206096313892,29.33802445065229,29.53459496979269,6805621
2008-10-14,29.256122589111328,31.09077349669097,29.026791781111047,30.140685546705953,5099383
2008-10-15,29.010404586791992,29.63287411260444,28.699169823885764,29.09230858870354,5495022
2008-10-16,27.896512985229492,28.600888839717147,27.35594738076635,28.600888839717147,6651066
2008-10-17,25.799760818481445,28.66640016882793,25.423001170791864,28.469831946448217,5586092
2008-10-20,26.094633102416992,27.12662534667901,25.275592696711882,25.898064738121345,7922965
2008-10-21,26.30757713317871,27.68356416202785,25.554059739207702,26.356718654220646,8047276
2008-10-22,24.866064071655273,26.242051042831445,24.620352033167084,26.045482745114015,5408099
2008-10-23,23.653886795043945,24.47292698112551,23.293508224452577,24.24359617338041,6641370
2008-10-24,20.590681076049805,23.260751902713682,20.31220645014726,22.933135741317415,9905588
2008-10-27,19.00173568725586,20.31219991095784,17.03603935170289,20.213914649822478,12878172
2008-10-29,21.508005142211914,22.867611220245312,19.656972637540342,21.622669456936553,13094201
2008-10-31,22.883989334106445,23.588365264229108,21.753714262268705,22.63827726536829,8097887
2008-11-03,23.588354110717773,24.210823501810633,22.769312047077424,24.178061019421424,4951148
2008-11-04,24.620359420776367,24.816929999265497,23.1460867474755,23.26075106676982,4515828
2008-11-05,23.71940803527832,25.816152109445646,23.26074422759083,25.816152109445646,6145587
2008-11-06,22.933122634887695,24.48930073394329,22.458079916710986,23.260738609049287,4896229
2008-11-07,24.718637466430664,25.455773587069512,22.60551214316845,22.769320169977085,8250147
2008-11-10,25.275585174560547,25.848913287928568,24.71863830878934,25.488534727953216,3775177
2008-11-11,24.98073387145996,26.02910492952185,24.407405706074208,25.39025398959264,8900004
2008-11-12,23.932348251342773,25.521286379106964,23.637494807038426,25.521286379106964,5705390
2008-11-14,23.85045051574707,24.898823529565068,23.55559699422843,23.71940499991396,4038880
2008-11-17,24.83330535888672,25.652347833675307,22.605515426369735,25.652347833675307,5361538
2008-11-18,23.490076065063477,24.767777720167036,23.031412280363103,24.767777720167036,6392448
2008-11-19,22.916749954223633,24.32549947724936,22.621894162824592,23.58836333143471,5606729
2008-11-20,22.671037673950195,23.096936776415614,21.70456851521614,22.933128745686265,5080395
2008-11-21,24.112539291381836,24.866056421961,21.95027312916125,22.523601042590723,8350092
2008-11-24,24.718637466430664,25.11177628641367,23.490077265365915,24.83330175212357,5420119
2008-11-25,24.112539291381836,25.27557636012491,23.915971054135873,24.98072289336204,5453771
2008-11-26,24.653114318847656,25.02987188596619,23.670266173193884,24.37463978886368,5246053
2008-11-27,24.653114318847656,24.653114318847656,24.653114318847656,24.653114318847656,0
2008-11-28,24.259984970092773,24.735030246769902,23.29351760564098,23.915989730829466,8464961
2008-12-01,24.063411712646484,25.685111161870722,23.96512642625338,24.73502524424537,5733003
2008-12-02,23.85045051574707,24.11254376920157,23.096933245235988,23.883213005599487,5879324
2008-12-03,24.57121467590332,24.88244953301233,23.34265427537649,24.079790515692586,6430656
2008-12-04,25.750633239746094,25.881681025274773,21.786477164259814,21.786477164259814,4648185
2008-12-05,25.439393997192383,26.667954278287443,24.587591313584323,24.587591313584323,5338962
2008-12-08,25.504911422729492,26.340332683151573,24.407399134698178,26.127383167772013,11709287
2008-12-10,25.09539031982422,26.700710013718382,24.735014061692326,26.700710013718382,11172070
2008-12-11,24.816926956176758,25.53768195260817,24.423785847406045,25.53768195260817,9867592
2008-12-12,24.047021865844727,24.325496374121588,23.522835340307694,24.210829877351504,9847702
2008-12-15,24.440170288085938,24.98073827232645,24.243601929826028,24.866071730332916,5741641
2008-12-16,25.37386703491211,25.685101810350563,23.2607419230762,24.571208228216623,9183505
2008-12-17,25.34111213684082,26.045488125761366,24.669498648535747,26.045488125761366,8720755
2008-12-18,26.094633102416992,26.37310772907245,24.767787200816855,24.767787200816855,12640018
2008-12-19,27.355941772460938,27.683557761767485,26.06185905905771,26.86451778850112,10050607
2008-12-22,27.37232780456543,27.60165859283956,26.422239936303306,26.422239936303306,6524631
2008-12-23,26.815391540527344,27.634432047803838,26.618823151854727,27.19215150694827,5151765
2008-12-24,26.35672378540039,27.175764107475935,22.11409313961782,22.11409313961782,13318746
2008-12-26,26.40585708618164,27.79822519975522,25.717864763135957,27.79822519975522,5480531
2008-12-29,26.962800979614258,27.175750467757286,25.881667852745778,26.700707763738876,3418418
2008-12-30,26.913663864135742,27.355946413448898,25.914434482872004,26.89728261753368,4868199
2008-12-31,27.241287231445312,27.65080739763283,26.635198718561245,27.65080739763283,4396180
2009-01-02,27.634416580200195,28.09308034062437,27.11023228201471,28.09308034062437,3976548
2009-01-05,27.011947631835938,28.093080964680382,26.667950359323385,28.093080964680382,4505326
2009-01-06,26.815391540527344,28.043954523231655,26.37311099967178,28.043954523231655,3969700
2009-01-07,25.406631469726562,27.749087735872752,23.80131359311931,27.749087735872752,12109220
2009-01-09,25.275585174560547,27.51975610703082,24.01426243643545,27.51975610703082,5272587
2009-01-12,24.60396957397461,25.88167344423224,23.621121468448017,25.88167344423224,6595708
2009-01-13,24.24359893798828,24.882449911625244,23.8832203263013,24.57121504978046,4104761
2009-01-14,24.292739868164062,24.702259997825443,23.621126411161626,24.702259997825443,2777281
2009-01-15,23.932348251342773,24.292726658192702,23.424545344128365,24.079777195282638,3693599
2009-01-16,24.685874938964844,25.046253486171832,23.752170520491646,24.767778952258382,2131503
2009-01-19,25.635963439941406,25.848912990886976,24.587590267256314,25.357488899361567,2587926
2009-01-20,28.502613067626953,29.15784539871337,24.57121908110847,25.668731902604623,19101726
2009-01-21,26.6024227142334,29.125067434987027,26.242044262186315,29.125067434987027,11311625
2009-01-22,27.863759994506836,28.240517669195036,26.27482081665313,27.45423981689394,10535551
2009-01-23,28.25689125061035,28.600888550788437,26.995568557220242,28.322414016885094,7005930
2009-01-27,29.174213409423828,29.567352185275503,27.192136063177422,28.174984113700766,8487928
