Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
0,2007-10-05,32.38557434082031,35.2507003581886,26.76799662291043,28.908793360303974,855215656
1,2007-10-08,30.72766876220703,33.48012071257007,30.534513396740614,33.48012071257007,126671715
2,2007-10-09,32.820167541503906,33.10989833395582,29.085847421082843,30.743755523911574,116725709
3,2007-10-10,33.12599563598633,33.80203707612887,32.836264837746604,33.67326613443213,67931378
4,2007-10-11,36.828128814697266,38.63090483962656,32.83627042359523,38.63090483962656,106320954
5,2007-10-12,36.58668899536133,37.954866688520234,35.733590836431546,36.05551499952776,99410791
6,2007-10-15,37.069576263427734,37.568561349828464,36.7476520914438,37.343212682889295,41814972
7,2007-10-16,40.8521842956543,41.49603699041757,36.86032553292788,37.117863117732455,138614496
8,2007-10-17,44.039241790771484,45.06939660809636,34.15616494836811,36.69936743124684,204876259
9,2007-10-18,42.49400329589844,48.11158235401636,40.6751324321906,44.7474727045501,146617799
10,2007-10-19,42.349124908447266,44.07141964355362,40.240519523202614,41.52821586849711,110266491
11,2007-10-22,41.785770416259766,43.08956161430028,40.401493805880655,41.49603952407034,72253405
12,2007-10-23,44.7635498046875,45.165954860891325,42.815906712836366,42.815906712836366,74594921
13,2007-10-24,44.07143020629883,46.19613055854366,43.57244513307889,45.71323994694737,63055170
14,2007-10-25,43.974849700927734,45.005008755704154,38.84015762118802,42.57447873678274,34522489
15,2007-10-26,45.29473876953125,46.019068113191636,43.54025039055912,44.74746596332643,62370025
16,2007-10-29,46.212223052978516,47.322863116257366,45.80981786575801,46.03516651715179,43657697
17,2007-10-30,47.24237060546875,48.51396806843824,45.45568938830007,46.839965515976886,79921711
18,2007-10-31,48.224239349365234,49.28659145109542,47.322853656722835,47.48381569943575,44655368
19,2007-11-01,47.14579391479492,49.7855732248209,46.759487622891704,49.41536139102304,50632492
20,2007-11-02,47.998905181884766,48.28864043902508,45.06939424998914,45.439610552695946,32001693
21,2007-11-05,48.98076248168945,50.05920905563524,47.67696729836697,47.96670247224413,38833135
22,2007-11-06,49.6246223449707,52.76338295905699,48.94858072404617,49.833872179301274,81880281
23,2007-11-07,48.90030288696289,51.25034802537652,47.80576137546033,50.54211733740514,33593141
24,2007-11-08,48.06327438354492,49.36706947005041,47.000926712799355,47.64477484449354,27990521
25,2007-11-12,49.22221374511719,50.09141067873099,45.34302519784152,46.61462731065141,35153735
26,2007-11-13,50.397247314453125,51.41130772051285,48.46570202048159,50.05922863455875,43830531
27,2007-11-14,49.73728942871094,51.990758259177575,49.47974751397528,51.28252345162365,36738579
28,2007-11-15,50.57429504394531,51.45958640579601,49.624617109228,50.670870536869735,29242252
29,2007-11-16,50.22018814086914,51.36301730071715,49.64072196286938,50.348956947188064,18895294
30,2007-11-19,52.03904724121094,53.92230425330356,50.976699370992236,51.363005702719306,40716718
31,2007-11-20,51.2342414855957,53.27846074278146,50.606487636899615,51.82980204552199,26342171
32,2007-11-21,47.24237060546875,51.8458830827058,46.09953753148706,51.54005783451678,26814499
33,2007-11-22,45.616661071777344,48.64275147785787,43.63682848602828,46.74339556065289,34096185
34,2007-11-23,48.64274597167969,48.932476791318976,45.9063867277806,48.61055268808086,27664090
35,2007-11-26,49.029048919677734,50.445514003692686,48.64274264205991,50.445514003692686,20159123
36,2007-11-27,47.82184982299805,49.866069304736214,47.322869074569425,49.866069304736214,20573198
37,2007-11-28,47.11360168457031,49.09343839450024,46.79167758427277,48.868089777741936,16435311
38,2007-11-29,45.84202575683594,48.546188603084616,45.24646501676057,48.28865094777603,25530967
39,2007-11-30,47.612586975097656,47.90231779400873,46.03515974647063,46.67900795132861,18437721
40,2007-12-03,48.288631439208984,48.884191938678406,47.82183971537137,48.1920515827036,16851227
41,2007-12-04,47.660884857177734,49.01296812158914,47.30676739589132,48.610562907940036,14008727
42,2007-12-05,49.560237884521484,49.73729880296924,47.64479163743549,47.741367144678904,27725290
43,2007-12-06,48.64274597167969,51.39519530781554,48.01499222381532,50.63867279193095,24104710
44,2007-12-07,48.43349075317383,49.64070611393838,47.56429831324835,48.948570180375036,11742386
45,2007-12-10,48.48178482055664,49.077340929508885,47.854031061032444,48.900284415989326,8330010
46,2007-12-11,48.256446838378906,49.19002608769424,48.01500370322618,48.916389661245915,11685950
47,2007-12-12,48.224239349365234,48.658837737965094,47.322853656722835,47.64477774214867,16342131
48,2007-12-13,47.41943359375,48.9324786840443,47.242377076670465,48.28863045266379,14620172
49,2007-12-14,46.95264434814453,47.693072472987815,46.71120124868215,47.258474020680424,10991851
50,2007-12-17,44.119712829589844,47.48382169350443,43.45976575133426,47.22627977282832,19355678
51,2007-12-18,43.92656326293945,45.391316482791034,42.558385547069484,43.62073355637107,21607783
52,2007-12-19,43.121742248535156,45.729328245593685,42.751530419050745,45.343017591816526,19526912
53,2007-12-20,42.68716049194336,44.0392439407628,42.49400508977249,43.68512643117898,17105204
54,2007-12-24,43.99094772338867,44.68308377890754,42.97688314856657,43.331000590061926,16711519
55,2007-12-26,45.32693099975586,45.87420379318257,44.23238977927809,44.23238977927809,20930094
56,2007-12-27,45.64884567260742,46.90434870517259,45.262535031952865,46.2605005483315,44565277
57,2007-12-28,46.00297164916992,46.19612700567801,45.069388153776785,45.552274361859205,18354518
58,2007-12-31,46.34099197387695,46.61462837525484,45.777624710136024,46.35709080123785,11982308
59,2008-01-01,47.194087982177734,47.62868643940786,46.14783453932308,46.5824329965532,16687746
60,2008-01-02,46.93655014038086,47.54820512236521,46.24441412480974,47.19408770130831,13437280
61,2008-01-03,48.86810302734375,49.06125841316748,46.083459678045074,46.646827006311476,31815218
62,2008-01-04,48.61054992675781,50.22017035151388,48.28862584180659,49.57632218161145,28011310
63,2008-01-07,48.20816421508789,49.31880013516213,47.693084598670445,48.30473973287639,15858063
64,2008-01-08,46.56632995605469,48.932472794881036,46.0029628213996,48.256431360019974,13282666
65,2008-01-09,45.82590866088867,46.823874318639156,45.71323434420508,46.61462451129842,13113527
66,2008-01-10,44.731361389160156,47.32285285262935,44.42553176665222,46.035156532806084,18023003
67,2008-01-11,45.407413482666016,45.84201196583568,43.6207317999409,45.34302690502021,11629440
68,2008-01-14,46.09955596923828,46.582442269761344,44.76357141106643,45.487900861851024,10264240
69,2008-01-15,44.69917297363281,47.03312280737536,44.32896111465905,46.839971831476184,11558334
70,2008-01-16,43.78169250488281,44.74746494103277,42.67105682313576,44.37725304711709,14834065
71,2008-01-17,44.956722259521484,45.95468805298553,43.00907842448863,43.94265763784171,16169395
72,2008-01-18,42.86421585083008,44.63479880191813,42.493999558865376,44.58650668287853,13254156
